,business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
252,xWlCgISVtozxCztPA4nGaQ,2010-05-21,AUCwvenvFqnWcv04yYrL1Q,2,"On a early Saturday evening, the band was playing the crowd was just starting to meander in.  Going further inside in an attempt to avoid the high volume of the band whose audio was piped in throughout the restaurant (I failed) I realized shortly that I must of been missed siting in the middle of the dinning are as the wait staff moved smartly from the kitchen to the front delivering the drinks and food to the patrons. I ask a member of the staff was I sitting in the wrong area and soon service was rendered.  

Food, nothing special but it is more of a bar than a restaurant.  Although the atmosphere was unique, I do have a question why cameras were in the mens room.",review,nK74XYEJBa2Z5OLN5O6HYA,0,0,0
257,qd1ajiZRCwqEQJqCgoN1wg,2009-04-29,zykk2GqMA_QHVz6lvtQ9Xg,2,"Wed-Sat, sit at the bar and ask for bartender JOY. She's a GAS!
Great spot for a late-afternoon glass of wine with an appetizer. Mostly poor execution from kitchen, excellent service.

--hummus appetizer with sample of olives is great choice
--crispy plantains with pepper are tasty and fun, crab dipping sauce, not enough crab
--tuna salad with arugula, uninteresting
--side salad for ciabatta ""sandwich"" typical Dole bag mix (first visit) was WILTED and nasty. Shame!
--chicken salad with dried tomatoes and goat cheese; way too much cheese

Now, to Joy. She's a keeper. First visit, we struggled with the proper preparation of a Sapphire martini, but it was primarily the fault of our server's communication skills. Working with machine-made ice (you know, the stuff with all the flecks and shards that water down a proper martini), she primed the ice with a squeeze of lemon, drained, then prepped the glass with vermouth, in and out, then pour the STIRRED Sapphire in, drop twist! Congrats, my lady.

If you can get past the chick-chosen wallpaper (wrong) and perfect-sphere fake tabletop plants from restoration, the different-height tables mix up the room just right and make it feels shabby chic without the white.

Say hi to Joy. =)",review,hDlSSyDreM9xY4yQWPm54w,1,1,0
281,8PYmv83XaJTioz5_A-SVxA,2011-08-01,iHw39WDbIi5qgurOkNNiWA,1,"Still quite poor both in service and food. maybe I made a mistake and ordered Sichuan Gong Bao ji ding for what seemed like people from canton district. Unfortunately to get the good service U have to speak Mandarin/Cantonese. I do speak a smattering but try not to use it as I never feel confident about the intonation. 

The dish came out with zichini and bell peppers (what!??)  Where is the peanuts the dried fried red peppers and the large pieces of scallion. On pointing this out all I got was "" Oh you like peanuts.. ok I will put some on"" and she then proceeded to get some peanuts and sprinkle it on the chicken.

Well at that point I was happy that atleast the chicken pieces were present else she would probably end up sprinkling raw chicken pieces on it like the raw peanuts she dumped on top of the food. 

Well then  I spoke a few chinese words and the scowl turned into a smile and she then became a bit more friendlier. 

Unfortunately I do not condone this type of behavior. It is all in poor taste...",review,Zgp9T6IOVFOozrWDw_mUGQ,0,0,0
283,eIxSLxzIlfExI6vgAbn2JA,2011-07-28,y7yBnfbPxZJ_L93tnxMP3g,2,"Was extremely psyched to try Lobby's, considering all of the great reviews, but I was sadly disappointed with the results. I'm a freak for Chili burgers (good ones are very difficult to find) and The Lobby's Chili burger was fairly dull, featured Cinci style Chili (BLAH) and like. some sort of cheese whiz kinda crap.  Boo. Also ordered fries, and a Chicago dog.. the Chicago dog was overpriced and forgettable, and the crinkle cut fries were reminiscent of Del Taco's.. which isn't exactly a bad thing, but considering that Lobby's is supposed to be a tasty, quality burger place, frozen crinkle fries are kind of a half assed approach.. ALSO the amount of salt on the fries was enough to invoke a stroke! :x  Finally whoever dude was that handed me my bag of food was all like ZIPPY DOO I GAVE YOU A CUP OF FRENCH FRY SAUCE.. There were two orders of fries.. one cup of sauce.. which was just basic secret sauce.. not super great... secret sauce, to boot.. Thanks bro, but I don't need any secret sauce favors.",review,nbofxFWHORebBHh10OgYLA,1,1,1
287,yv9gVqydta-y8NHQQ3XPRw,2012-08-26,D_pEME20C-srxu-D8Se14A,1,"First, I hope La Fonda management reads these reviews and takes steps to improve their restaurant.  Second, we miss the bloody mary bar too.  Hubby & I visited LF a few weeks ago on a Saturday night for dinner. We asked the waitress a general question about a beer and she made something up that was ridiculously wrong.  Okay, she doesn't know beer.  We liked the chips & salsa, it was a good start, then I took a sip of my water.  What the?  I know what Tempe tap water tastes like, but this was weird.  The aftertaste made me cringe, I couldn't drink it, even with a slice of lemon in it, maybe it was the ice.  Hubby ordered chicken enchiladas, which he orders practically everywhere, and it was so bad he didn't finish it.  My meal was not memorable either.  I wanted to love this place, or at least like it.  We walked out of there terribly disappointed, I doubt we'll go back.",review,vKs0r5yZhfJYdBSd0J1a3Q,0,0,0
289,l3yL2rQ6PoFBQ06RLczn9w,2010-08-21,Cluf-ijd2Ubr0hoVjLXoSQ,1,"I'd say I've been to the Clubhouse a few times a year over the past five years or so. Does that make me the most knowledgeable person on the venue? By all means, no. But, there are some very common themes among the shows I've seen here, even though the artists were different genres, different, crowds, and even different times of year. 

The sound quality is terrible. The last three bands that I have seen there (and have seen in other venues as well) all complained that they couldn't get the sound right on their monitors or in the house. To me, that's a major turn off, if the band isn't happy with their sound, are they going to be very motivated to play? Maybe it's a slighted observation, but it seems that the only bands that return to this venue, are the ones that play music, where the sound quality isn't...let's say ""sacrificed or as important"" (metal, hardcore, thrasher, hip-hop, whatever you call it). 

The venue is also hot. I don't read the reviews of others, before I review a location, because I don't want my opinions to be skewed, but I noticed someone said, ""don't wear pants,"" honestly, that's a really good tip. The last show I saw here was in June. I know, it's Phoenix, in the summer, suck it up. But when you exit the venue and it is noticeably and significantly ""cooler"" than inside the venue, we've got issues, can they not afford to run the a/c? 

The answer to that question is, maybe not. The bar is understaffed, and patrons seem to be lined up 3+ deep, all around. Sometimes you've got to spend money to make money. Hire more bartenders, customers get served faster, thus allowing them more time to consume the beverage and purchase more. That means you can sell more, which means you will make more money! What a concept. 

Hate to just destroy a business, but hopefully they will heed the feedback constructively. Until then, remember: if you've always wanted to hear the artist you are going to see in a low-fi format, here's your chance, if you have always wanted to forgo wearing those pantaloons, I support you, and finally, you should craft a clever way to hide a flask, since you won't get served, although this might be difficult sans bottoms.",review,80PHOfM8KOBb7xEQN4C0lg,0,0,0
291,E0fZHHInMb6xscHDrPlh4Q,2009-01-04,dY7pGUx7LbbRQYwt9xGawQ,2,"Back from holiday and had some amazing soups that made me reflect back on my experience here.  I have to preface this review with that the owner here is quite lovely and I'm sure has the best intentions, but unfortunately the soup was sorely lacking.  As a proponent of organics, I had my hopes way too high.  Well, first of all it was a bit confusing if we were to order at the counter from a very smudged, unreadable chalk board or if we were to be seated.  The owner appeared from the kitchen and said to have a seat eliminating our initial confusion.  To keep this review to the point, we ordered a smoothie, bland.  A frittata, very small and actually strange as if it might have been cooked in the microwave, need I say more.  Two bowls of soup, one was a bean with kale, unfortunately the beans were not thoroughly cooked and the flavor was not allowed to develop.  The other a red pepper concoction, that another diner suggested, was one dimensional and needed copious amounts of help sprinkled with some love.  
When paying these boutique prices one expects and should get a better quality, culinary creation.  These soups needed proper development and herbal infusions that the kitchen obviously lacks.  I would like to offer a suggestion that may help her, so she can spend more time with the soup prep and less time running around the table up front, and that is to consider a different style of service.  The place is so small that she could have customers order from the chalkboard, if readable, and then deliver the orders.  I wish her the best in her endeavor.",review,OpUXG69nP4YjlEZDlkdVcQ,0,2,0
292,QIHyWCBG3ftvXbGdHQKdHw,2012-12-29,Dv9iSQe9s_kn5uuhy0iM_w,1,"Not that any SBUX is worth going out of your way for, but this one is worth skipping. The service I've experienced each time I've been is pretty dang poor and the drinks always seem quite cold.",review,QiLOh5KHp81eiju-n-z1Ng,0,0,0
299,Lnohr9bpCbHNsomazXDg-w,2008-07-16,IhVNA9hUjtdk1zufzziNug,1,"How does this restaurant generate so many 4 and 5 star ratings? 

I know it was on the food channel, but honestly the food was sub-par. Maybe it was just an off day, but I have a feeling it wasn't. The prices were not outrageous, but it wasn't cheap either. The atmosphere was nice, if very cafeteria like.

But the food was way way too ""greasy."" And bland. And my stomach now aches after eating there....",review,UE1UIi95jSk5tAzOdtnjIA,0,3,0
308,GVg4GHHRblwY1MFlV1ubAw,2011-06-24,gQoXRk2oRLxQWDf1i7rnOQ,2,It seems like there is not as much value for your dollar at Gold Medal.  We had been there since the new school opened but decided to move on.  We got a 'can't we get you to stay' call which felt like desperation on their part.  My daughter enjoyed her lessons but her favorite teacher left (as most do) and the cost was not worth it anymore.  I would not recommend them to my friends.,review,RIAkOx7jS_IYdF0ZO0Hc_Q,0,3,1
